itemid,                    name, sell_single, buy_single, price_single, stock_single, sell_stacks, buy_stacks, price_stacks, stock_stacks
 15156,         conte_zucchetto,           1,          1,         4085,           25,           0,          1,            1,           50
 15157,         bison_warbonnet,           1,          1,         6387,           25,           0,          1,            1,           50
 15158,          brv._warbonnet,           1,          1,         4144,           25,           0,          1,            1,           50
 15159,            igqira_tiara,           1,          1,         7943,           25,           0,          1,            1,           50
 15160,             genie_tiara,           1,          1,         4261,           25,           0,          1,            1,           50
 15161,              noct_beret,           1,          1,          750,           25,           0,          1,            1,           50
 15162,              mist_crown,           1,          1,         1751,           25,           0,          1,            1,           50
 15163,             seers_crown,           1,          1,          343,           25,           0,          1,            1,           50
 15164,            garish_crown,           1,          1,          480,           25,           0,          1,            1,           50
 15165,             shade_tiara,           1,          1,         1956,           25,           0,          1,            1,           50
 15166,          seers_crown_+1,           1,          1,          629,           25,           0,          1,            1,           50
 15167,           eisenschaller,           1,          1,         2500,           25,           0,          1,            1,           50
 15168,           rubious_crown,           1,          1,         1751,           25,           0,          1,            1,           50
 15169,          shade_tiara_+1,           1,          1,         1823,           25,           0,          1,            1,           50
 15170,              blink_band,           1,          1,         1407,           25,           0,          1,            1,           50
 15171,           kampfschaller,           1,          1,         2600,           25,           0,          1,            1,           50
 15172,           noct_beret_+1,           1,          1,         2188,           25,           0,          1,            1,           50
 15173,                 kosshin,           1,          1,         1867,           25,           0,          1,            1,           50
 15174,           frenzy_sallet,           1,          1,         3735,           25,           0,          1,            1,           50
 15175,           revilers_helm,           1,          1,        12250,           25,           0,          1,            1,           50
 15180,               cache-nez,           1,          1,           45,           25,           0,          1,            1,           50
 15181,              pineal_hat,           1,          1,         3062,           25,           0,          1,            1,           50
 15185,            walkure_mask,           1,          1,          574,           25,           0,          1,            1,           50
 15186,             trump_crown,           1,          1,          700,           25,           0,          1,            1,           50
 15187,        hmn._jinpachi_+1,           1,          1,         5106,           25,           0,          1,            1,           50
 15188,       hachiman_jinpachi,           1,          1,         4085,           25,           0,          1,            1,           50
 15189,             lords_armet,           1,          1,         9000,           25,           0,          1,            1,           50
 15190,                wise_cap,           1,          1,         4202,           25,           0,          1,            1,           50
 15191,             wise_cap_+1,           1,          1,         5252,           25,           0,          1,            1,           50
 15192,       yasha_jinpachi_+1,           1,          1,         5180,           25,           0,          1,            1,           50
 15193,             kings_armet,           1,          1,         4085,           25,           0,          1,            1,           50
 15195,          faerie_hairpin,           1,          1,         4085,           25,           0,          1,            1,           50
 15196,          elegant_ribbon,           1,          1,         3697,           25,           0,          1,            1,           50
 15197,            vampire_mask,           1,          1,         3262,           25,           0,          1,            1,           50
 15205,          alumine_salade,           1,          1,         7500,           25,           0,          1,            1,           50
 15206,          luisant_salade,           1,          1,         2626,           25,           0,          1,            1,           50
 15207,         traders_chapeau,           1,          1,          548,           25,           0,          1,            1,           50
 15208,          barons_chapeau,           1,          1,          628,           25,           0,          1,            1,           50
 15209,             unicorn_cap,           1,          1,         4319,           25,           0,          1,            1,           50
 15210,          unicorn_cap_+1,           1,          1,         5398,           25,           0,          1,            1,           50
 15211,         reraise_hairpin,           1,          1,         4997,           25,           0,          1,            1,           50
 15242,              crow_beret,           1,          1,         2100,           25,           0,          1,            1,           50
 15243,             raven_beret,           1,          1,         2918,           25,           0,          1,            1,           50
 15268,       eld._bone_hairpin,           1,          1,          291,           25,           0,          1,            1,           50
 15269,       eld._horn_hairpin,           1,          1,         1005,           25,           0,          1,            1,           50
 15271,                axe_belt,           1,          1,         1945,           25,           0,          1,            1,           50
 15272,             cestus_belt,           1,          1,         1945,           25,           0,          1,            1,           50
 15273,               mace_belt,           1,          1,         1945,           25,           0,          1,            1,           50
 15274,              staff_belt,           1,          1,         1945,           25,           0,          1,            1,           50
 15275,             rapier_belt,           1,          1,         1350,           25,           0,          1,            1,           50
 15276,             dagger_belt,           1,          1,         1945,           25,           0,          1,            1,           50
 15277,             shield_belt,           1,          1,         1377,           25,           0,          1,            1,           50
 15278,             scythe_belt,           1,          1,         1350,           25,           0,          1,            1,           50
 15279,               pick_belt,           1,          1,         1380,           25,           0,          1,            1,           50
 15280,               song_belt,           1,          1,         1309,           25,           0,          1,            1,           50
 15281,                gun_belt,           1,          1,         1350,           25,           0,          1,            1,           50
 15282,              katana_obi,           1,          1,         1350,           25,           0,          1,            1,           50
 15283,                 sarashi,           1,          1,         1945,           25,           0,          1,            1,           50
 15284,              lance_belt,           1,          1,         1380,           25,           0,          1,            1,           50
 15285,             avatar_belt,           1,          1,         1945,           25,           0,          1,            1,           50
 15286,               tilt_belt,           1,          1,         1500,           25,           0,          1,            1,           50
 15287,             mantra_belt,           1,          1,         1500,           25,           0,          1,            1,           50
 15288,             pellet_belt,           1,          1,           64,           25,           0,          1,            1,           50
 15289,               bolt_belt,           1,          1,          603,           25,           0,          1,            1,           50
 15290,              haste_belt,           1,          1,         2593,           25,           0,          1,            1,           50
 15291,            hojutsu_belt,           1,          1,         3400,           25,           0,          1,            1,           50
 15292,          penitents_rope,           1,          1,         2375,           25,           0,          1,            1,           50
 15293,           gleemans_belt,           1,          1,         2375,           25,           0,          1,            1,           50
 15294,            warwolf_belt,           1,          1,         3062,           25,           0,          1,            1,           50
 15295,           hierarch_belt,           1,          1,         3062,           25,           0,          1,            1,           50
 15301,          venturers_belt,           1,          1,         4603,           25,           0,          1,            1,           50
 15302,           scouters_rope,           1,          1,         2295,           25,           0,          1,            1,           50
 15303,          shair_crackows,           1,          1,        21125,           25,           0,          1,            1,           50
 15304,         sheikh_crackows,           1,          1,         4739,           25,           0,          1,            1,           50
 15305,        barone_gambieras,           1,          1,         4607,           25,           0,          1,            1,           50
 15306,         conte_gambieras,           1,          1,         4607,           25,           0,          1,            1,           50
 15307,          bison_gamashes,           1,          1,         4673,           25,           0,          1,            1,           50
 15308,         braves_gamashes,           1,          1,         4673,           25,           0,          1,            1,           50
 15309,        igqira_huaraches,           1,          1,         5890,           25,           0,          1,            1,           50
 15310,         genie_huaraches,           1,          1,         4805,           25,           0,          1,            1,           50
 15311,            noct_gaiters,           1,          1,         1920,           25,           0,          1,            1,           50
 15312,              mist_pumps,           1,          1,         1974,           25,           0,          1,            1,           50
 15313,             seers_pumps,           1,          1,         1574,           25,           0,          1,            1,           50
 15314,            garish_pumps,           1,          1,         1245,           25,           0,          1,            1,           50
 15315,          shade_leggings,           1,          1,         3797,           25,           0,          1,            1,           50
 15316,          seers_pumps_+1,           1,          1,         1860,           25,           0,          1,            1,           50
 15317,             eisenschuhs,           1,          1,         2900,           25,           0,          1,            1,           50
 15318,           rubious_pumps,           1,          1,         1974,           25,           0,          1,            1,           50
 15319,       shade_leggings_+1,           1,          1,         2056,           25,           0,          1,            1,           50
 15320,            powder_boots,           1,          1,         2208,           25,           0,          1,            1,           50
 15321,             kampfschuhs,           1,          1,         3075,           25,           0,          1,            1,           50
 15322,         heralds_gaiters,           1,          1,        12000,           25,           0,          1,            1,           50
 15323,              cure_clogs,           1,          1,         9250,           25,           0,          1,            1,           50
 15324,          caitiffs_socks,           1,          1,        10501,           25,           0,          1,            1,           50
 15327,           fuma_sune-ate,           1,          1,          700,           25,           0,          1,            1,           50
 15328,             root_sabots,           1,          1,          700,           25,           0,          1,            1,           50
 15329,           blessed_pumps,           1,          1,         3000,           25,           0,          1,            1,           50
 15330,           hmn._sune-ate,           1,          1,        10972,           25,           0,          1,            1,           50
 15331,        blessed_pumps_+1,           1,          1,         3750,           25,           0,          1,            1,           50
 15332,        hmn._sune-ate_+1,           1,          1,         5758,           25,           0,          1,            1,           50
 15333,          lords_sabatons,           1,          1,         6600,           25,           0,          1,            1,           50
 15334,           wise_pigaches,           1,          1,         2500,           25,           0,          1,            1,           50
 15335,        wise_pigaches_+1,           1,          1,         3125,           25,           0,          1,            1,           50
 15336,        ysh._sune-ate_+1,           1,          1,         5841,           25,           0,          1,            1,           50
 15337,          kings_sabatons,           1,          1,         4607,           25,           0,          1,            1,           50
 15338,           vampire_boots,           1,          1,         4162,           25,           0,          1,            1,           50
 15339,         black_sollerets,           1,          1,         4673,           25,           0,          1,            1,           50
 15340,          onyx_sollerets,           1,          1,         4673,           25,           0,          1,            1,           50
 15341,       alumine_sollerets,           1,          1,         2962,           25,           0,          1,            1,           50
 15342,       luisant_sollerets,           1,          1,         5940,           25,           0,          1,            1,           50
 15343,        traders_pigaches,           1,          1,          337,           25,           0,          1,            1,           50
 15344,         barons_pigaches,           1,          1,         1316,           25,           0,          1,            1,           50
 15345,        unicorn_leggings,           1,          1,         4870,           25,           0,          1,            1,           50
 15346,        ucn._leggings_+1,           1,          1,         6087,           25,           0,          1,            1,           50
 15347,          volans_greaves,           1,          1,         3658,           25,           0,          1,            1,           50
 15348,        mountain_gaiters,           1,          1,         2501,           25,           0,          1,            1,           50
 15367,          falconers_hose,           1,          1,         4881,           25,           0,          1,            1,           50
 15368,                war_hose,           1,          1,         7000,           25,           0,          1,            1,           50
 15369,          aikido_koshita,           1,          1,         7000,           25,           0,          1,            1,           50
 15370,           sable_cuisses,           1,          1,         4881,           25,           0,          1,            1,           50
 15371,           dst._codpiece,           1,          1,         4881,           25,           0,          1,            1,           50
 15372,            magic_slacks,           1,          1,         5000,           25,           0,          1,            1,           50
 15373,         bravos_subligar,           1,          1,         6400,           25,           0,          1,            1,           50
 15374,            druids_slops,           1,          1,         6248,           25,           0,          1,            1,           50
 15387,          trackers_kecks,           1,          1,         3000,           25,           0,          1,            1,           50
 15389,            vir_subligar,           1,          1,         4979,           25,           0,          1,            1,           50
 15390,         femina_subligar,           1,          1,         4979,           25,           0,          1,            1,           50
 15391,        blessed_trousers,           1,          1,         7200,           25,           0,          1,            1,           50
 15392,         hachiman_hakama,           1,          1,         6833,           25,           0,          1,            1,           50
 15393,        bls._trousers_+1,           1,          1,         9000,           25,           0,          1,            1,           50
 15394,          hmn._hakama_+1,           1,          1,         8541,           25,           0,          1,            1,           50
 15395,           lords_cuisses,           1,          1,         8640,           25,           0,          1,            1,           50
 15396,            wise_braconi,           1,          1,         1875,           25,           0,          1,            1,           50
 15397,         wise_braconi_+1,           1,          1,         2343,           25,           0,          1,            1,           50
 15398,         yasha_hakama_+1,           1,          1,         6890,           25,           0,          1,            1,           50
 15399,           kings_cuisses,           1,          1,         6833,           25,           0,          1,            1,           50
 15400,           black_cuisses,           1,          1,         6931,           25,           0,          1,            1,           50
 15401,            onyx_cuisses,           1,          1,         6931,           25,           0,          1,            1,           50
 15402,       alumine_brayettes,           1,          1,         4393,           25,           0,          1,            1,           50
 15403,       luisant_brayettes,           1,          1,         4393,           25,           0,          1,            1,           50
 15404,           traders_slops,           1,          1,          667,           25,           0,          1,            1,           50
 15405,            barons_slops,           1,          1,          755,           25,           0,          1,            1,           50
 15406,        unicorn_subligar,           1,          1,         7224,           25,           0,          1,            1,           50
 15407,        ucn._subligar_+1,           1,          1,         9030,           25,           0,          1,            1,           50
 15422,              black_hose,           1,          1,         2831,           25,           0,          1,            1,           50
 15429,          wicca_subligar,           1,          1,         7250,           25,           0,          1,            1,           50
 15431,             astral_rope,           1,          1,         3306,           25,           0,          1,            1,           50
 15432,              quick_belt,           1,          1,         1040,           25,           0,          1,            1,           50
 15433,           reverend_sash,           1,          1,         1066,           25,           0,          1,            1,           50
 15434,           vanguard_belt,           1,          1,         1200,           25,           0,          1,            1,           50
 15443,           powerful_rope,           1,          1,         1125,           25,           0,          1,            1,           50
 15453,            lugworm_belt,           1,          1,          428,           25,           0,          1,            1,           50
 15454,        little_worm_belt,           1,          1,          428,           25,           0,          1,            1,           50
 15459,         sagac._gold_obi,           1,          1,         2204,           25,           0,          1,            1,           50
 15460,        deduct._gold_obi,           1,          1,         2204,           25,           0,          1,            1,           50
 15461,      enthrall._gold_obi,           1,          1,         2204,           25,           0,          1,            1,           50
 15462,        sagac._broc._obi,           1,          1,         2665,           25,           0,          1,            1,           50
 15463,           safety_mantle,           1,          1,         1486,           25,           0,          1,            1,           50
 15464,              corse_cape,           1,          1,         9342,           25,           0,          1,            1,           50
 15465,          toreadors_cape,           1,          1,         9474,           25,           0,          1,            1,           50
 15466,            birdman_cape,           1,          1,         9079,           25,           0,          1,            1,           50
 15467,             lucent_cape,           1,          1,         5526,           25,           0,          1,            1,           50
 15469,        bellicose_mantle,           1,          1,         4950,           25,           0,          1,            1,           50
 15470,            gramary_cape,           1,          1,         4690,           25,           0,          1,            1,           50
 15485,           talisman_cape,           1,          1,         2368,           25,           0,          1,            1,           50
 15486,           breath_mantle,           1,          1,          607,           25,           0,          1,            1,           50
 15487,       high_brth._mantle,           1,          1,          951,           25,           0,          1,            1,           50
 15490,         miraculous_cape,           1,          1,         7895,           25,           0,          1,            1,           50
 15491,           bullseye_cape,           1,          1,         7895,           25,           0,          1,            1,           50
 15492,       intensifying_cape,           1,          1,         2970,           25,           0,          1,            1,           50
 15493,            bushido_cape,           1,          1,         2880,           25,           0,          1,            1,           50
 15494,       invigorating_cape,           1,          1,         3044,           25,           0,          1,            1,           50
 15521,          tempered_chain,           1,          1,         3518,           25,           0,          1,            1,           50
 15522,       enlightened_chain,           1,          1,         3518,           25,           0,          1,            1,           50
 15523,        chivalrous_chain,           1,          1,         2016,           25,           0,          1,            1,           50
 15524,         fortified_chain,           1,          1,         3518,           25,           0,          1,            1,           50
 15525,         grandiose_chain,           1,          1,         2056,           25,           0,          1,            1,           50
 15526,            regen_collar,           1,          1,           46,           25,           0,          1,            1,           50
 15528,        sacrifice_torque,           1,          1,         3307,           25,           0,          1,            1,           50
 15529,             aces_locket,           1,          1,         4339,           25,           0,          1,            1,           50
 15530,       berserkers_torque,           1,          1,         3577,           25,           0,          1,            1,           50
 15531,           qiqirn_collar,           1,          1,         4339,           25,           0,          1,            1,           50
 15532,          shark_necklace,           1,          1,         3307,           25,           0,          1,            1,           50
 15539,           orochi_nodowa,           1,          1,         1918,           25,           0,          1,            1,           50
 15540,        orochi_nodowa_+1,           1,          1,         5497,           25,           0,          1,            1,           50
 15558,             mighty_ring,           1,          1,          860,           25,           0,          1,            1,           50
 15559,             vision_ring,           1,          1,          264,           25,           0,          1,            1,           50
 15578,               crow_hose,           1,          1,         2870,           25,           0,          1,            1,           50
 15579,              raven_hose,           1,          1,         4881,           25,           0,          1,            1,           50
 15603,           sipahi_zerehs,           1,          1,         5760,           25,           0,          1,            1,           50
 15605,         jaridah_salvars,           1,          1,         1520,           25,           0,          1,            1,           50
 15607,            abtal_zerehs,           1,          1,         5760,           25,           0,          1,            1,           50
 15608,          akinji_salvars,           1,          1,         5369,           25,           0,          1,            1,           50
 15610,         sturdy_trousers,           1,          1,          683,           25,           0,          1,            1,           50
 15611,           sturdy_slacks,           1,          1,          781,           25,           0,          1,            1,           50
 15612,         strike_subligar,           1,          1,         5857,           25,           0,          1,            1,           50
 15613,           jet_seraweels,           1,          1,         8750,           25,           0,          1,            1,           50
 15614,           exorcist_hose,           1,          1,         8400,           25,           0,          1,            1,           50
 15615,           hydra_cuisses,           1,          1,         7029,           25,           0,          1,            1,           50
 15616,        hydra_cuisses_+1,           1,          1,         8786,           25,           0,          1,            1,           50
 15618,           vendors_slops,           1,          1,         2400,           25,           0,          1,            1,           50
 15619,           princes_slops,           1,          1,         6931,           25,           0,          1,            1,           50
 15620,            silken_slops,           1,          1,         3900,           25,           0,          1,            1,           50
 15621,              magi_slops,           1,          1,         5174,           25,           0,          1,            1,           50
 15645,          khimaira_kecks,           1,          1,         6297,           25,           0,          1,            1,           50
 15646,             stout_kecks,           1,          1,         6931,           25,           0,          1,            1,           50
 15650,          shock_subligar,           1,          1,         4393,           25,           0,          1,            1,           50
 15651,            ice_trousers,           1,          1,         5121,           25,           0,          1,            1,           50
 15652,              blaze_hose,           1,          1,         4686,           25,           0,          1,            1,           50
 15653,              tabin_hose,           1,          1,         5955,           25,           0,          1,            1,           50
 15654,           tabin_hose_+1,           1,          1,         3877,           25,           0,          1,            1,           50
 15663,            crow_gaiters,           1,          1,         3291,           25,           0,          1,            1,           50
 15664,           raven_gaiters,           1,          1,         3291,           25,           0,          1,            1,           50
 15687,            sipahi_boots,           1,          1,         3883,           25,           0,          1,            1,           50
 15689,           jaridah_nails,           1,          1,         3620,           25,           0,          1,            1,           50
 15693,             abtal_boots,           1,          1,         3883,           25,           0,          1,            1,           50
 15694,            akinji_nails,           1,          1,         3620,           25,           0,          1,            1,           50
 15696,          marid_leggings,           1,          1,         4278,           25,           0,          1,            1,           50
 15697,       marid_leggings_+1,           1,          1,         5347,           25,           0,          1,            1,           50
 15699,        templar_sabatons,           1,          1,         4015,           25,           0,          1,            1,           50
 15700,            skanda_boots,           1,          1,         4607,           25,           0,          1,            1,           50
 15701,          arborist_nails,           1,          1,         4739,           25,           0,          1,            1,           50
 15702,          spagyric_nails,           1,          1,         4870,           25,           0,          1,            1,           50
 15703,           hydra_greaves,           1,          1,         4739,           25,           0,          1,            1,           50
 15704,        hydra_greaves_+1,           1,          1,         5923,           25,           0,          1,            1,           50
 15706,         silken_pigaches,           1,          1,         3488,           25,           0,          1,            1,           50
 15707,           magi_pigaches,           1,          1,         3488,           25,           0,          1,            1,           50
 15708,           earth_greaves,           1,          1,         6560,           25,           0,          1,            1,           50
 15731,        khimaira_gamash.,           1,          1,         6297,           25,           0,          1,            1,           50
 15732,          stout_gamashes,           1,          1,         4673,           25,           0,          1,            1,           50
 15738,             tabin_boots,           1,          1,         3883,           25,           0,          1,            1,           50
 15739,          tabin_boots_+1,           1,          1,         3487,           25,           0,          1,            1,           50
 15749,          i.r._sollerets,           1,          1,         1658,           25,           0,          1,            1,           50
 15750,         fourth_sabatons,           1,          1,         2640,           25,           0,          1,            1,           50
 15751,          cobra_pigaches,           1,          1,         3400,           25,           0,          1,            1,           50
 15759,          mahant_sandals,           1,          1,         1280,           25,           0,          1,            1,           50
 15760,        marabout_sandals,           1,          1,         4673,           25,           0,          1,            1,           50
 15771,            shining_ring,           1,          1,         4366,           25,           0,          1,            1,           50
 15772,        scintillant_ring,           1,          1,         4366,           25,           0,          1,            1,           50
 15775,         unfettered_ring,           1,          1,         3074,           25,           0,          1,            1,           50
 15776,          ebullient_ring,           1,          1,         3074,           25,           0,          1,            1,           50
 15777,               hale_ring,           1,          1,         1522,           25,           0,          1,            1,           50
 15778,         unyielding_ring,           1,          1,         1522,           25,           0,          1,            1,           50
 15779,          garrulous_ring,           1,          1,         1522,           25,           0,          1,            1,           50
 15780,           cerberus_ring,           1,          1,         4612,           25,           0,          1,            1,           50
 15781,        cerberus_ring_+1,           1,          1,         5765,           25,           0,          1,            1,           50
 15782,          manashell_ring,           1,          1,          676,           25,           0,          1,            1,           50
 15783,            armored_ring,           1,          1,          860,           25,           0,          1,            1,           50
 15784,           dominion_ring,           1,          1,         3689,           25,           0,          1,            1,           50
 15785,            gobnius_ring,           1,          1,         2921,           25,           0,          1,            1,           50
 15788,              marid_ring,           1,          1,         1236,           25,           0,          1,            1,           50
 15789,           marid_ring_+1,           1,          1,         1545,           25,           0,          1,            1,           50
 15801,           tigereye_ring,           1,          1,          611,           25,           0,          1,            1,           50
 15802,              feral_ring,           1,          1,         1042,           25,           0,          1,            1,           50
 15803,            crimson_ring,           1,          1,         4427,           25,           0,          1,            1,           50
 15804,          harmonius_ring,           1,          1,         4427,           25,           0,          1,            1,           50
 15805,               star_ring,           1,          1,         1400,           25,           0,          1,            1,           50
 15806,          celestial_ring,           1,          1,         4427,           25,           0,          1,            1,           50
 15811,              wivre_ring,           1,          1,         3751,           25,           0,          1,            1,           50
 15812,           wivre_ring_+1,           1,          1,         4688,           25,           0,          1,            1,           50
 15813,            trumpet_ring,           1,          1,         3315,           25,           0,          1,            1,           50
 15814,             nereid_ring,           1,          1,         4810,           25,           0,          1,            1,           50
 15815,            ladybug_ring,           1,          1,          215,           25,           0,          1,            1,           50
 15816,         ladybug_ring_+1,           1,          1,          268,           25,           0,          1,            1,           50
 15817,           ecphoria_ring,           1,          1,          680,           25,           0,          1,            1,           50
 15818,          molioness_ring,           1,          1,         4304,           25,           0,          1,            1,           50
 15829,        skirmishers_ring,           1,          1,         3554,           25,           0,          1,            1,           50
 15830,           patriots_ring,           1,          1,         1149,           25,           0,          1,            1,           50
 15836,           smilodon_ring,           1,          1,          634,           25,           0,          1,            1,           50
 15837,        smilodon_ring_+1,           1,          1,          792,           25,           0,          1,            1,           50
 15838,            protect_ring,           1,          1,          703,           25,           0,          1,            1,           50
 15841,             jugner_ring,           1,          1,          537,           25,           0,          1,            1,           50
 15842,            pashhow_ring,           1,          1,          537,           25,           0,          1,            1,           50
 15843,        meriphataud_ring,           1,          1,          537,           25,           0,          1,            1,           50
 15849,            krousis_ring,           1,          1,         5500,           25,           0,          1,            1,           50
 15855,         krousis_ring_+1,           1,          1,         6000,           25,           0,          1,            1,           50
 15861,       deduct._broc._obi,           1,          1,         4084,           25,           0,          1,            1,           50
 15862,     enthrall._broc._obi,           1,          1,         4084,           25,           0,          1,            1,           50
 15863,          samsonian_belt,           1,          1,         1167,           25,           0,          1,            1,           50
 15864,              tough_belt,           1,          1,         1167,           25,           0,          1,            1,           50
 15865,            runners_belt,           1,          1,         1167,           25,           0,          1,            1,           50
 15866,           acrobats_belt,           1,          1,         1167,           25,           0,          1,            1,           50
 15867,            sultans_belt,           1,          1,         4344,           25,           0,          1,            1,           50
 15868,              czars_belt,           1,          1,         4500,           25,           0,          1,            1,           50
 15869,         pendragons_belt,           1,          1,         4344,           25,           0,          1,            1,           50
 15870,          maharajas_belt,           1,          1,         4344,           25,           0,          1,            1,           50
 15881,            talisman_obi,           1,          1,          225,           25,           0,          1,            1,           50
 15884,             potent_belt,           1,          1,         2549,           25,           0,          1,            1,           50
 15885,           spectral_belt,           1,          1,         3890,           25,           0,          1,            1,           50
 15886,            precise_belt,           1,          1,         2549,           25,           0,          1,            1,           50
 15887,           resolute_belt,           1,          1,         3890,           25,           0,          1,            1,           50
 15888,            hurling_belt,           1,          1,         3890,           25,           0,          1,            1,           50
 15889,         augmenting_belt,           1,          1,          453,           25,           0,          1,            1,           50
 15890,              marid_belt,           1,          1,         4603,           25,           0,          1,            1,           50
 15891,           al_zahbi_sash,           1,          1,         3724,           25,           0,          1,            1,           50
 15892,               moon_sash,           1,          1,         4603,           25,           0,          1,            1,           50
 15893,           marid_belt_+1,           1,          1,         5753,           25,           0,          1,            1,           50
 15894,           bitter_corset,           1,          1,         3100,           25,           0,          1,            1,           50
 15895,             trance_belt,           1,          1,         4668,           25,           0,          1,            1,           50
 15896,          immortals_sash,           1,          1,         4668,           25,           0,          1,            1,           50
 15905,             mohbwa_sash,           1,          1,          260,           25,           0,          1,            1,           50
 15906,          mohbwa_sash_+1,           1,          1,          307,           25,           0,          1,            1,           50
 15907,             qiqirn_sash,           1,          1,         1918,           25,           0,          1,            1,           50
 15908,          qiqirn_sash_+1,           1,          1,         2130,           25,           0,          1,            1,           50
 15909,            cascade_belt,           1,          1,         5280,           25,           0,          1,            1,           50
 15910,             primal_belt,           1,          1,         5527,           25,           0,          1,            1,           50
 15913,             peiste_belt,           1,          1,         3825,           25,           0,          1,            1,           50
 15914,          peiste_belt_+1,           1,          1,         4781,           25,           0,          1,            1,           50
 15917,         cuchulains_belt,           1,          1,         4668,           25,           0,          1,            1,           50
 15918,              witch_sash,           1,          1,         2550,           25,           0,          1,            1,           50
 15922,              tern_stone,           1,          1,         4395,           25,           0,          1,            1,           50
 15923,          grenadier_belt,           1,          1,         1421,           25,           0,          1,            1,           50
 15924,         demagogues_sash,           1,          1,         3138,           25,           0,          1,            1,           50
 15933,             stirge_belt,           1,          1,          620,           25,           0,          1,            1,           50
 15937,             fettle_belt,           1,          1,         6790,           25,           0,          1,            1,           50
 15938,             esprit_belt,           1,          1,         6625,           25,           0,          1,            1,           50
 15939,              griot_belt,           1,          1,         1561,           25,           0,          1,            1,           50
 15941,           headlong_belt,           1,          1,         2900,           25,           0,          1,            1,           50
 15945,             volant_belt,           1,          1,         3500,           25,           0,          1,            1,           50
 15947,           griot_belt_+1,           1,          1,         1786,           25,           0,          1,            1,           50
 15949,             pythia_sash,           1,          1,         3975,           25,           0,          1,            1,           50
 15950,          pythia_sash_+1,           1,          1,         4637,           25,           0,          1,            1,           50
 15951,              toxon_belt,           1,          1,         4045,           25,           0,          1,            1,           50
 15952,           toxon_belt_+1,           1,          1,         3228,           25,           0,          1,            1,           50
 15970,           stoic_earring,           1,          1,         1026,           25,           0,          1,            1,           50
 15971,       antivenom_earring,           1,          1,         1031,           25,           0,          1,            1,           50
 15972,        insomnia_earring,           1,          1,         1026,           25,           0,          1,            1,           50
